,Martin,Solheim,Ikke-binær,29.07.2005,mayfredriksen@example.org,93 99 86 44,Andersenmoen 96C,9892,Bentestad,Ivar,Amundsen,45477008,2024-09-02 05:34:23
,Hans,Berg,Kvinne,19.10.2007,lenesandvik@example.org,08776285,Larsenstien 9,7659,Trineodden,Torbjørn,Ahmed,53467780,2024-09-02 05:34:23
,Anne,Eriksen,Ikke-binær,02.03.2009,monicalie@example.net,92 34 57 16,Andersenkollen 27,1573,Thomassen,Liv,Andresen,417 79 825,2024-09-02 05:34:23
,Thea,Jenssen,Mann,13.12.2004,paulsenanne@example.org,451 75 398,Fredriksenstubben 9,9392,Jakobsen,Sindre,Abrahamsen,94113638,2024-09-02 05:34:23
,Maria,Næss,Kjønnsqueer,26.01.2010,kristian51@example.org,03697006,Rasmussenberget 91,3888,Sindreås,Aud,Eriksen,20717345,2024-09-02 05:34:23
,Karen,Sørensen,Kjønnsqueer,17.09.2007,kristin51@example.org,99928673,Jenssentunet 2,3198,Olenes,Trine,Bøe,44423598,2024-09-02 05:34:23
,Emilie,Aune,Agender,11.03.2006,kristoffersenastrid@example.net,+47 14 80 60 24,Jacobsenengen 3,1428,Thomassen,Ingrid,Henriksen,+47 10 98 76 56,2024-09-02 05:34:23
,Bjørg,Hauge,Agender,09.05.2004,torbjoernpettersen@example.org,959 76 903,Aasenåsen 2A,7847,Eriksen,Janne,Larsen,933 15 653,2024-09-02 05:34:23
,Tor,Brekke,Mann,25.11.2003,engenmari@example.com,44103510,Næssvollen 8,4037,Gunnstad,Eva,Kristoffersen,56 57 23 59,2024-09-02 05:34:23
,Kåre,Rønning,Ikke-binær,10.04.2010,cbrekke@example.com,43479483,Brekkeberget 7,5717,Gretheby,Kim,Ruud,997 59 705,2024-09-02 05:34:24
,Marit,Hauge,Kvinne,12.11.2007,gsimonsen@example.net,+4717438201,Knudsensvingen 8,2087,Martineby,Randi,Berg,35739000,2024-09-02 05:34:24
,Mari,Strøm,Mann,19.02.2010,robert86@example.net,+4759300396,Berggata 06,6726,Reidunvik,Andreas,Berge,+47 34 19 06 76,2024-09-02 05:34:24
,Nora,Næss,Kvinne,03.06.2004,lise55@example.net,+4733104818,Solheimringen 17,2253,Isaksen,Roger,Ellingsen,409 37 361,2024-09-02 05:34:25
,Torbjørn,Nguyen,Kjønnsqueer,16.01.2010,haasen@example.org,+47 79 09 47 43,Abrahamsenhagen 492,0077,Asbjørnhamn,Stian,Thorsen,431 18 453,2024-09-02 05:34:25
,Linda,Rasmussen,Mann,13.11.2004,birkelandlinn@example.org,426 64 693,Ødegårdrøa 44,5714,Beritås,Tonje,Rønning,38997615,2024-09-02 05:34:26
,Karoline,Aasen,Mann,25.12.2004,johansenkirsten@example.com,+4738953433,Tangenvika 15,2187,Tveit,Fredrik,Bakke,73 82 71 01,2024-09-02 05:34:26
,May,Pedersen,Kjønnsqueer,26.07.2006,julie21@example.net,+47 97 51 71 05,Ruudlunden 58,5460,Sørensen,Vidar,Johansen,85829388,2024-09-02 05:34:26
,Ellen,Nygård,Agender,26.10.2007,chenriksen@example.net,26 72 00 65,Hauglandsvingen 1,2850,Mortenø,Anna,Svendsen,461 93 783,2024-09-02 05:34:27
,Joakim,Iversen,Kjønnsqueer,29.02.2004,yaas@example.net,+4747313620,Jacobsenholtet 36,0404,Oddvåg,Unni,Lien,993 27 159,2024-09-02 05:34:27
,Randi,Evensen,Ikke-binær,16.02.2009,ragnhildgundersen@example.com,+47 14 52 41 19,Aasenkroken 04,9092,Jacobsen,Kim,Andresen,42026701,2024-09-02 05:34:27
,Martine,Aasen,Annet,24.02.2008,ztveit@example.com,77 64 46 09,Abrahamsenplassen 6C,7530,Antonsen,Sverre,Hanssen,473 01 908,2024-09-02 05:34:28
,Hanna,Kristoffersen,Agender,23.12.2005,aiversen@example.net,+47 61 39 57 42,Aasenfaret 3F,2648,Sebastianodden,Johannes,Ødegård,98191800,2024-09-02 05:34:28
,Harald,Thorsen,Agender,12.08.2007,kristoffer56@example.net,+4795920788,Vikkroken 1,3407,Vik,Steinar,Aas,+4786262740,2024-09-02 05:34:28
,Nina,Antonsen,Mann,22.01.2004,solveig58@example.com,+4748978481,Christensentunet 29A,2115,Nilsen,Kim,Rønning,415 02 414,2024-09-02 05:34:29
,Elin,Amundsen,Kjønnsqueer,10.01.2008,andresenmagne@example.org,46 29 65 40,Haugbråten 8C,4439,Aasen,Siv,Arnesen,+4711148280,2024-09-02 05:34:29
,Tommy,Vik,Mann,25.07.2006,einarhauge@example.org,98149654,Sørensenvika 38,5319,Elistrøm,Asbjørn,Jakobsen,62 67 02 32,2024-09-02 05:34:29
,Cathrine,Olsen,Kvinne,03.03.2005,terjetveit@example.org,+47 66 07 69 55,Strømsvingen 6,4837,Oleberg,Asbjørn,Moe,63 40 41 15,2024-09-02 05:34:30
,Tor,Ali,Agender,10.10.2006,geir82@example.com,48035582,Aunehavna 873,0233,Toreborg,Sara,Johansen,38 85 06 52,2024-09-02 05:34:30
,Sara,Næss,Agender,27.07.2010,pjacobsen@example.org,469 45 115,Christensentjernet 4,6933,Thomasvik,Gunn,Moen,36761123,2024-09-02 05:34:31
,Kenneth,Halvorsen,Annet,08.01.2007,marteknudsen@example.org,67 40 34 54,Antonsenbakken 3,8412,Haug,Vilde,Kristoffersen,438 67 239,2024-09-02 05:34:31
,Kjetil,Johnsen,Annet,26.12.2003,eeide@example.com,04 64 69 19,Nilsenflata 4,7120,Erlingbø,Kristian,Aasen,+47 35 49 94 98,2024-09-02 05:34:31
,Karin,Ahmed,Kvinne,28.05.2004,eivind05@example.net,77077207,Thomassenlia 7,9748,Eliassen,Knut,Engen,16597944,2024-09-02 05:34:32
,Nora,Nguyen,Agender,19.10.2003,thaugen@example.net,91615203,Karlsenskrenten 294,4823,Isaksen,Liv,Gulbrandsen,91304589,2024-09-02 05:34:32
,Torbjørn,Vik,Annet,04.10.2006,bergmalin@example.com,50 14 40 51,Lundmyra 1E,7002,Næss,Morten,Halvorsen,45523912,2024-09-02 05:34:32
,Jenny,Tveit,Kjønnsqueer,27.08.2007,aandreassen@example.org,92 78 23 37,Nygårdbakken 7,7460,Lien,Torill,Larsen,95174673,2024-09-02 05:34:33
,Anne,Tveit,Mann,23.01.2007,arne69@example.org,06 43 58 67,Sandvikvollen 42A,7440,Mathisen,Siri,Eide,41699566,2024-09-02 05:34:33
,Andrea,Jørgensen,Annet,01.04.2010,hans77@example.com,01954957,Rønningholtet 26,6970,Lie,Gunnar,Isaksen,+47 98 18 71 72,2024-09-02 05:34:33
,Gro,Hagen,Annet,31.03.2004,rmyhre@example.org,+4784855066,Vikfaret 177,9236,Myhre,Ellen,Tveit,64 05 23 83,2024-09-02 05:34:34
,Ingeborg,Myhre,Agender,08.08.2004,mikkelsennina@example.com,65 71 59 79,Brekkesvingen 92,9519,Sverrefjord,Lene,Haug,40880129,2024-09-02 05:34:34
,Helene,Danielsen,Agender,03.09.2007,paaleriksen@example.net,38445081,Henriksenalléen 1,6050,Roarfjord,Henrik,Nilsen,404 61 283,2024-09-02 05:34:34
,Julie,Hagen,Kjønnsqueer,02.01.2006,siv38@example.com,01 99 09 34,Johnsenringen 9,2258,Ragnhildstrøm,Odd,Haug,93577913,2024-09-02 05:34:34
,Janne,Andersen,Agender,05.04.2006,thorsengunn@example.com,+4715102529,Larsentoppen 92,3408,Isaksen,Grethe,Abrahamsen,+4785446805,2024-09-02 05:34:35
,Emma,Christensen,Kjønnsqueer,05.04.2007,tknutsen@example.net,461 08 520,Sivertsenengen 13H,4029,Iversen,Maria,Rønning,444 94 675,2024-09-02 05:34:35
,Jørgen,Strand,Mann,27.07.2008,rkarlsen@example.net,18474985,Danielsenvika 96,4931,Henriksen,Eli,Helland,454 85 329,2024-09-02 05:34:35
,Ingrid,Gundersen,Agender,11.03.2008,rnilsen@example.net,62840361,Kristensenfaret 58,0304,Paulsen,Siv,Nguyen,08937955,2024-09-02 05:34:35
,Rita,Andreassen,Mann,26.05.2004,hanssenkristian@example.org,+47 57 00 04 08,Kristensenhagen 20,2749,Halvorsen,Ruth,Svendsen,35979007,2024-09-02 05:34:36
,Daniel,Pettersen,Kvinne,31.05.2010,heidihaugen@example.net,99311337,Henriksenkroken 7,4323,Bjørnhamn,Mathias,Nilsen,44832190,2024-09-02 05:34:36
,Sander,Berge,Ikke-binær,09.12.2004,strandida@example.net,98503121,Sætherroa 2,9069,Turidhavn,Line,Myhre,91134725,2024-09-02 05:34:36
,Helge,Larsen,Annet,12.11.2003,sofie15@example.org,24 20 82 03,Aasskrenten 6,3848,Royhelle,Lise,Bakken,92688243,2024-09-02 05:34:36
,Hanna,Nielsen,Ikke-binær,07.01.2005,hanseriksen@example.org,46091797,Jensenhavna 72,4957,Elisabethgrunn,Dag,Tveit,976 96 931,2024-09-02 05:34:36
,Per,Engen,Ikke-binær,02.07.2008,hildenaess@example.org,+4747294058,Moenåsen 7,2268,Myhre,Britt,Rønning,40173487,2024-09-02 05:34:36
,Frode,Eriksen,Ikke-binær,27.08.2006,knutsenkarl@example.com,955 49 313,Tangenlyngen 1,1415,Asbjørneid,Vegard,Nielsen,98853464,2024-09-02 05:34:36
,Christian,Myhre,Agender,05.04.2007,yhansen@example.org,82875422,Myhregropa 8,7766,Antonsen,Eli,Thorsen,93661944,2024-09-02 05:34:36
,Knut,Thomassen,Kvinne,26.11.2006,halvorsenroar@example.net,61 93 82 95,Sivertsenkollen 83C,0974,Vildeberg,Sebastian,Aune,26693532,2024-09-02 05:34:36
,Jonas,Abrahamsen,Kjønnsqueer,14.09.2004,arnepedersen@example.com,+4734200106,Karlsenhaugen 7D,4332,Holm,Reidun,Knudsen,469 02 920,2024-09-02 05:34:36
,Øyvind,Aas,Annet,06.10.2008,zstroem@example.org,56464346,Aliløkka 734,2167,Kristofferborg,Øystein,Nguyen,54 85 25 43,2024-09-02 05:34:36
,Tobias,Rasmussen,Kvinne,02.06.2005,markusjensen@example.net,49223073,Mathisenplassen 9B,2435,Myhre,Else,Jensen,97595547,2024-09-02 05:34:36
,Wenche,Næss,Annet,31.03.2007,madsentrond@example.net,495 21 938,Moegata 4,2732,Eliassen,Bjørn,Aasen,988 29 929,2024-09-02 05:34:36
,Sissel,Ellingsen,Annet,17.08.2006,trine68@example.com,+4713413299,Aasvika 53,7405,Rasmussen,Thomas,Knudsen,24 04 23 33,2024-09-02 05:34:36
,Kjell,Pedersen,Ikke-binær,16.02.2008,frank82@example.net,19 73 09 37,Moenholtet 96,2554,Moe,Johannes,Hansen,495 16 717,2024-09-02 05:34:36
,Camilla,Haug,Mann,16.04.2008,emil06@example.net,976 49 099,Lieringen 76,3160,Jenssen,Siri,Henriksen,955 28 344,2024-09-02 05:34:36
,Roar,Jacobsen,Mann,11.12.2004,trond97@example.net,971 45 771,Bakkevika 4B,6246,Unniodden,Kenneth,Hanssen,94250175,2024-09-02 05:34:36
,Øystein,Hanssen,Annet,30.11.2004,joergensenarild@example.org,+47 17 50 72 37,Arnesenroa 41,4318,Idastad,Turid,Knudsen,989 19 644,2024-09-02 05:34:36
,Thea,Larsen,Kvinne,08.02.2010,rbirkeland@example.org,24 79 11 39,Sørensenåsen 8,1714,Marennes,Eirik,Isaksen,47397502,2024-09-02 05:34:36
,Hilde,Myklebust,Annet,10.06.2005,unilsen@example.com,09403563,Andersenspranget 6,6543,Adrianfoss,Tonje,Birkeland,63 21 70 18,2024-09-02 05:34:36
,Roar,Holm,Mann,01.12.2007,einarjohansen@example.net,+4710088745,Hagenengen 7,9810,Ingridvåg,Jorunn,Isaksen,04673463,2024-09-02 05:34:36
,Ingeborg,Sæther,Kvinne,19.02.2007,viktorbjoern@example.net,+4753224902,Solbergkroken 755,2070,Hansen,Roy,Birkeland,04923559,2024-09-02 05:34:36
,Jens,Kristensen,Kjønnsqueer,15.05.2010,egil85@example.com,43052173,Kristiansenhavna 1,3847,Maysand,Roar,Henriksen,43 44 86 71,2024-09-02 05:34:36
,Thea,Solheim,Ikke-binær,10.12.2003,runeahmed@example.org,43113482,Johansenskogen 510,8671,Pedersen,Magne,Nielsen,+4752114586,2024-09-02 05:34:36
,Ann,Engen,Kvinne,19.08.2004,asbjoern69@example.org,+4737261234,Lundskogen 54,4315,Leifstrand,Grethe,Eliassen,34171375,2024-09-02 05:34:36
,Karin,Solheim,Mann,05.02.2006,njensen@example.org,477 16 028,Thorsenekra 8,5365,Eriksen,Marte,Fredriksen,95658094,2024-09-02 05:34:36
,Bente,Lien,Mann,02.10.2003,synnoeve27@example.org,43548376,Gulbrandsenskrenten 7,0048,Mettefjord,Siv,Svendsen,43953953,2024-09-02 05:34:37
,Gunn,Sørensen,Agender,02.01.2006,bjohannessen@example.com,48 47 11 85,Paulsenstranda 5,6847,Andreanes,Kirsten,Kristoffersen,67 48 24 43,2024-09-02 05:34:37
,Terje,Paulsen,Annet,07.12.2007,grethedahl@example.org,+47 63 20 65 94,Bergrøa 857,5493,Jensstrand,Bjørn,Aune,+47 69 03 18 18,2024-09-02 05:34:38
,Siv,Hagen,Ikke-binær,19.06.2006,arnesenharald@example.net,+47 38 72 91 99,Sørensenstubben 9,5880,Thomassen,Reidun,Hauge,93911208,2024-09-02 05:34:39
,Lars,Hauge,Kvinne,05.02.2010,imartinsen@example.com,12755150,Abrahamsentjernet 87,5550,Rønning,Bjørg,Brekke,999 70 993,2024-09-02 05:34:39
,Irene,Jakobsen,Annet,11.08.2005,ceciliedanielsen@example.com,+4738355966,Berghavna 3,3019,Kristiansen,Geir,Myklebust,958 19 267,2024-09-02 05:34:39
,Gunnar,Larsen,Mann,18.08.2010,mikkelsensander@example.net,992 18 257,Birkelandlunden 52A,3486,Nielsen,Torbjørn,Kristensen,18 40 00 80,2024-09-02 05:34:39
,Tove,Halvorsen,Kjønnsqueer,04.01.2004,mariussolheim@example.net,+4767223546,Jensenkroken 64B,0449,Åsestad,Tove,Danielsen,486 10 931,2024-09-02 05:34:40
,Ann,Thomassen,Kjønnsqueer,03.04.2007,xkristoffersen@example.com,94101894,Knutsenmoen 138,3589,Stigås,Rolf,Strand,+4763867894,2024-09-02 05:34:40
,Ingeborg,Vik,Kvinne,14.05.2005,gro99@example.org,99132234,Hellandhavna 83,2084,Astridhamn,Kim,Birkeland,445 59 087,2024-09-02 05:34:40
,Trond,Pettersen,Mann,11.03.2010,amyhre@example.net,+47 61 40 79 83,Næssengen 7,6329,Jacobsen,Berit,Hanssen,497 34 832,2024-09-02 05:34:41
,Ida,Kristensen,Agender,12.02.2009,jdahl@example.com,908 11 353,Andersenfaret 73,5099,Sivertsen,Øyvind,Engen,27992470,2024-09-02 05:34:41
,Finn,Fredriksen,Annet,29.03.2007,svendsencecilie@example.net,43058856,Myklebustplassen 6,6993,Camillaeid,Sara,Kristiansen,46088844,2024-09-02 05:34:41
,Karen,Kristensen,Ikke-binær,27.06.2007,amundseningrid@example.net,432 10 622,Dahlholtet 1,0961,Svendsen,Robert,Larsen,49728935,2024-09-02 05:34:41
,Helene,Berntsen,Mann,08.06.2007,roenningingeborg@example.com,+47 92 72 99 42,Thorsenplassen 2C,4421,Haug,Hilde,Ali,928 87 002,2024-09-02 05:34:42
,Fredrik,Fredriksen,Annet,12.09.2006,ythorsen@example.org,94385452,Jenssensvingen 293,4483,Jenssen,Grethe,Jacobsen,+47 38 42 49 93,2024-09-02 05:34:42
,Alexander,Birkeland,Mann,24.12.2008,eivind32@example.com,40541015,Madsenhøgda 3,9648,Andresen,Sigrid,Moe,959 84 954,2024-09-02 05:34:42
,Øystein,Engen,Kvinne,26.08.2010,pedersenchristian@example.com,+4705722765,Hauggjerdet 09E,8454,Knudsen,Anita,Dahl,+47 96 29 23 13,2024-09-02 05:34:43
,Morten,Pettersen,Mann,19.09.2009,moentorill@example.com,42673148,Aunelia 75D,2880,Hannaborg,Hilde,Lien,35 10 22 40,2024-09-02 05:34:43
,Irene,Birkeland,Kjønnsqueer,21.06.2006,gerd30@example.org,95550022,Myhresvingen 70F,0350,Jennyodden,Martin,Berge,41130969,2024-09-02 05:34:44
,Reidun,Hansen,Annet,29.06.2008,pertveit@example.net,06 69 36 20,Paulsenhaugen 62,6822,Haugland,Fredrik,Aune,70626414,2024-09-02 05:34:44
,Kristine,Eide,Kjønnsqueer,10.05.2006,annisaksen@example.com,40824247,Strandplassen 82,8296,Lie,Line,Tveit,11 71 81 80,2024-09-02 05:34:44
,Emilie,Haugland,Kvinne,06.05.2008,johansennils@example.com,451 85 019,Sivertsengata 73,4237,Nguyen,Karen,Danielsen,46265857,2024-09-02 05:34:45
,Sissel,Hanssen,Annet,08.11.2004,qnygaard@example.com,58524984,Engenplassen 55,7720,Øysteinsand,Elin,Arnesen,70 50 00 69,2024-09-02 05:34:45
,Martine,Berntsen,Kvinne,29.04.2008,ahmedwenche@example.org,99351041,Christensenstykket 28B,6859,Fredriksen,Martine,Karlsen,97609282,2024-09-02 05:34:45
,Jon,Bakken,Ikke-binær,30.11.2007,anita04@example.net,+47 45 57 50 27,Johnsenbråten 7C,4623,Pettersen,Else,Eliassen,90258638,2024-09-02 05:34:45
,Siri,Karlsen,Agender,24.07.2008,brittthorsen@example.org,+47 30 12 41 24,Jakobsenåsen 1H,9126,Nielsen,Jonas,Ali,48151702,2024-09-02 05:34:46
,Terje,Holm,Annet,16.05.2007,thorsenleif@example.org,09866938,Antonsenroa 01A,5690,Nielsen,Eivind,Mathisen,48719493,2024-09-02 05:34:46
,Finn,Jørgensen,Kvinne,04.02.2005,hagengerd@example.net,33807887,Moenfaret 7B,8613,Nygård,Eva,Christensen,457 01 514,2024-09-02 05:34:46
,Malin,Ruud,Kvinne,27.06.2010,nygaardsigrid@example.net,+4756816630,Svendsenjordet 02,0098,Lund,Ann,Aas,97081064,2024-09-02 05:34:47
,Eva,Bakken,Kjønnsqueer,17.11.2006,tommyjohnsen@example.com,962 25 485,Larsenalléen 2,9185,Ingerberg,Mathias,Hagen,96881578,2024-09-02 05:34:47
,Ragnhild,Jensen,Annet,06.09.2007,rolf72@example.com,+47 57 00 09 93,Bøehagen 5,9958,Kristinfjell,Astrid,Birkeland,25 01 71 39,2024-09-02 05:34:48
,Bjørn,Rønning,Kvinne,11.03.2010,kdahl@example.com,00 00 44 43,Olsenberget 49E,5669,Marieø,Randi,Lie,92441778,2024-09-02 05:34:48
,Heidi,Haug,Kjønnsqueer,03.07.2005,rjohansen@example.com,409 60 642,Ødegårdhøgda 39,9087,Toveø,Pål,Danielsen,+4721775488,2024-09-02 05:34:48
,Marte,Nilsen,Agender,21.02.2006,karengulbrandsen@example.org,84573013,Jørgensenhagen 7,4602,Trondø,Roar,Larsen,45988060,2024-09-02 05:34:48
,Eivind,Gundersen,Ikke-binær,29.01.2004,andreas90@example.com,08538309,Nguyeneggen 291,0902,Andresen,Ole,Larsen,+4751165898,2024-09-02 05:34:49
,Unni,Rasmussen,Agender,16.11.2004,ehelland@example.com,95700741,Strømmarka 95A,5322,Eide,Rolf,Abrahamsen,46528173,2024-09-02 05:34:49
,Kåre,Sandvik,Mann,01.02.2005,lmathisen@example.org,925 68 758,Lundkollen 3,1013,Mariushelle,Synnøve,Berg,+47 66 23 00 13,2024-09-02 05:34:49
,Frank,Nielsen,Mann,22.10.2003,mathisenroy@example.org,40212443,Lundtjernet 61,9898,Ingersand,Nora,Ellingsen,998 35 854,2024-09-02 05:34:50
,Grethe,Aasen,Mann,08.04.2010,sander05@example.net,44845589,Kristoffersenmyra 31,3748,Roarnes,Kåre,Hansen,+47 10 34 53 77,2024-09-02 05:34:50
,Grethe,Haugland,Ikke-binær,21.09.2003,bergmarius@example.org,+4727372751,Engenberget 009,1280,Tonjeby,Erling,Strand,07603227,2024-09-02 05:34:50
,Thomas,Ahmed,Annet,13.01.2009,asbjoernjacobsen@example.com,89768400,Rønninghaugen 4D,6090,Juliehamn,Gro,Thomassen,40937605,2024-09-02 05:34:50
,Karin,Rasmussen,Ikke-binær,09.04.2010,karin84@example.com,+47 92 68 00 43,Paulsenlyngen 09B,1113,Paulsen,Espen,Johansen,61242611,2024-09-02 05:34:50
,Ingrid,Edvardsen,Ikke-binær,02.09.2007,eivind25@example.org,92283314,Pedersenhavna 2C,8964,Lunde,Ingrid,Eide,88210122,2024-09-02 05:34:50
,Emilie,Gulbrandsen,Mann,10.09.2005,andreatangen@example.com,51701758,Eliassenbakken 9,1400,Hannaby,Lene,Olsen,44575602,2024-09-02 05:34:50
,Camilla,Johansen,Mann,19.05.2009,petterthorsen@example.org,908 40 106,Myklebustlyngen 1B,6283,Holm,Martin,Andreassen,420 15 340,2024-09-02 05:34:50
,Ingeborg,Strøm,Agender,05.02.2005,knutsenroar@example.net,60 80 45 97,Kristiansenstykket 55,6021,Karihavn,Ellen,Kristensen,06 33 98 16,2024-09-02 05:34:50
,Harald,Evensen,Kvinne,07.09.2004,rbakken@example.org,+4739344119,Rønningroa 2,7685,Marenhamn,Ola,Haug,+47 07 01 46 58,2024-09-02 05:34:50
,Vidar,Lien,Kjønnsqueer,03.01.2006,emma90@example.org,+47 79 70 47 47,Hansenkroken 4B,1706,Royhelle,Liv,Mathisen,94708819,2024-09-02 05:34:51
,Wenche,Fredriksen,Kvinne,20.10.2004,zmoen@example.com,+4757707144,Lienstien 9B,4609,Steinarø,Grethe,Larsen,66443737,2024-09-02 05:34:51
,Thea,Sørensen,Ikke-binær,07.04.2006,perellingsen@example.net,+47 27 16 42 62,Myklebustfaret 4,1494,Robertborg,Emilie,Jacobsen,24 57 77 78,2024-09-02 05:34:51
,Magne,Berntsen,Ikke-binær,07.12.2006,inger00@example.com,+4770514339,Jenssenjordet 6,2024,Brekke,Erik,Johannessen,90644158,2024-09-02 05:34:51
,Andrea,Moen,Kvinne,22.10.2009,haugecathrine@example.org,66 47 66 59,Solheimmoen 986,5725,Gundersen,Lars,Solberg,92668212,2024-09-02 05:34:51
,Asbjørn,Engen,Ikke-binær,22.03.2008,ruth16@example.net,953 47 802,Iversenbråten 7F,6715,Ellenås,Maren,Myklebust,42 05 03 33,2024-09-02 05:34:51
,Kjell,Karlsen,Kjønnsqueer,26.07.2008,amundsenhaakon@example.net,17 73 25 37,Solheimjordet 2,0950,Arnesen,Trine,Thorsen,27545189,2024-09-02 05:34:51
,Marte,Holm,Ikke-binær,28.03.2010,haugenmona@example.org,+47 86 21 22 32,Nguyenholtet 480,1845,Thorsen,Jon,Tveit,+47 37 33 20 83,2024-09-02 05:34:51
,Aud,Ødegård,Mann,11.04.2010,ceriksen@example.org,18506107,Gundersengjerdet 55,1291,Andresen,Grete,Knudsen,30346632,2024-09-02 05:34:51
,Elisabeth,Myklebust,Ikke-binær,12.09.2006,abrahamsenhaakon@example.net,938 98 721,Kristoffersenstranda 05,1678,Ruthsand,Turid,Knutsen,94999897,2024-09-02 05:34:51
,Anna,Jacobsen,Kvinne,06.07.2008,rita15@example.com,+4747609456,Nielsenplassen 43,7833,Monicabø,Vilde,Gundersen,+4723197467,2024-09-02 05:34:51
,Tommy,Bakken,Agender,29.07.2010,bjoergtangen@example.net,48898207,Evensenstranda 47,6932,Andersen,Cathrine,Nilsen,99 99 17 98,2024-09-02 05:34:51
,Fredrik,Hagen,Mann,26.10.2008,kareneide@example.net,98139341,Berntsentjernet 6,5173,Maritøy,Kristin,Lie,37 51 83 80,2024-09-02 05:34:51
,Elise,Andersen,Annet,14.05.2008,ojakobsen@example.org,83171328,Johansenmoen 32E,4929,Sebastianmark,Anita,Solheim,+4737447869,2024-09-02 05:34:51
,Øyvind,Paulsen,Annet,10.02.2004,igundersen@example.org,450 31 375,Bakkenmarka 38D,8712,Lund,Marte,Simonsen,52 24 46 69,2024-09-02 05:34:51
,Bente,Fredriksen,Mann,27.02.2010,hchristensen@example.net,39996615,Moeroa 99,1939,Julieby,Sverre,Berg,+4710664123,2024-09-02 05:34:51
,Alexander,Holm,Kjønnsqueer,04.08.2005,markusedvardsen@example.com,89 07 25 53,Isaksenhaugen 69,1701,Knutvik,Ruth,Myklebust,88259094,2024-09-02 05:34:51
,Pål,Moen,Ikke-binær,11.03.2009,espenbakke@example.org,67 90 38 38,Jensenhøgda 12B,0733,Jorunnstrøm,Tonje,Halvorsen,987 14 953,2024-09-02 05:34:51
,Turid,Engen,Kvinne,18.02.2007,bakkensara@example.org,99 69 31 82,Jørgensenlunden 15,3570,Benteborg,Turid,Berntsen,+4780277060,2024-09-02 05:34:51
,Odd,Eide,Kjønnsqueer,22.08.2005,rkristiansen@example.org,96078207,Rønningfaret 4,5833,Tangen,Svein,Eliassen,97981465,2024-09-02 05:34:51
,Finn,Jacobsen,Agender,11.12.2003,proenning@example.com,47383813,Johnsengrenda 4,8202,Magnussjøen,Henrik,Eide,44565794,2024-09-02 05:34:52
